flight_no,scheduled_departure,scheduled_arrival,fuel_infra_fee,dep_airport_code,dep_terminal,arr_airport_code,arr_terminal,airline_code,aircraft_model
CZ9144,11:10:00,12:25:00,50,CTU,T2,XIC,T3,CZ,A21N
CZ7095,9:30:00,12:15:00,60,HRB,T3,XUZ,T2,CZ,A359
CZ6832,10:40:00,12:10:00,50,TWC,T2,URC,T3,CZ,A321
CZ78,9:20:00,12:30:00,50,SHA,T3,SYX,T1,CZ,B789
CZ4012,9:45:00,12:50:00,60,HGH,T1,CGQ,T2,CZ,B738
CZ3474,10:50:00,13:00:00,60,TFU,T1,CGO,T2,CZ,B77W
CZ4490,7:55:00,12:00:00,50,XMN,T3,LHW,T3,CZ,A319
CZ4500,9:10:00,11:25:00,60,CKG,T1,YNZ,T2,CZ,A21N
CZ4309,8:50:00,11:25:00,50,CKG,T1,XMN,T3,CZ,A321
CZ4935,9:30:00,11:50:00,60,CKG,T3,WUX,T1,CZ,A388
CZ9193,8:55:00,11:35:00,50,CTU,T1,WUX,T1,CZ,B772
CZ9257,9:10:00,12:05:00,60,SHE,T3,WUH,T3,CZ,A321
CZ7159,9:35:00,11:35:00,50,HGH,T2,XFN,T1,CZ,A321
CZ9035,8:15:00,11:55:00,50,CTU,T1,URC,T1,CZ,B788
CZ1577,7:50:00,11:25:00,50,CTU,T2,URC,T3,CZ,A333
CZ4114,9:05:00,11:25:00,50,HGH,T1,TYN,T3,CZ,A321
CZ4859,9:15:00,11:15:00,50,TFU,T1,TYN,T1,CZ,A333
CZ9474,9:20:00,11:50:00,50,TFU,T1,TAO,T3,CZ,B772
CZ206,9:45:00,12:05:00,50,SHA,T2,SZX,T3,CZ,A20N
CZ1404,9:15:00,11:10:00,50,HGH,T2,SJW,T1,CZ,B789
CZ4542,9:25:00,11:55:00,50,HGH,T1,LZH,T3,CZ,A333
CZ9063,9:30:00,12:00:00,50,CTU,T2,LXA,T2,CZ,A321
CZ7291,11:40:00,13:00:00,60,JHG,T2,LJG,T3,CZ,A333
CZ6123,11:30:00,13:05:00,60,DLC,T2,PKX,T2,CZ,A388
CZ3628,11:15:00,12:55:00,60,CKG,T3,WUH,T1,CZ,A320
CZ3320,9:55:00,11:45:00,50,AQG,T1,CAN,T1,CZ,A319
CZ6786,11:30:00,12:55:00,60,CAN,T3,HAK,T1,CZ,A320
CZ3763,11:10:00,13:00:00,50,CAN,T2,WNZ,T2,CZ,A359
CZ4941,9:30:00,11:35:00,60,CKG,T2,NKG,T1,CZ,AJ27
CZ4975,8:05:00,12:00:00,60,CKG,T1,HRB,T1,CZ,B737
CZ4522,8:45:00,11:45:00,50,HGH,T1,HRB,T2,CZ,B788
CZ4558,9:10:00,12:00:00,60,HGH,T2,BHY,T2,CZ,B738
CZ124,18:05:00,20:20:00,50,PVG,T1,PKX,T3,CZ,A21N
CZ1489,19:00:00,21:00:00,50,XIY,T2,PKX,T1,CZ,A319
CZ1947,19:00:00,21:05:00,60,PKX,T3,HGH,T2,CZ,B738
CZ88,16:55:00,19:40:00,50,PVG,T1,XIY,T2,CZ,A388
CZ1968,18:40:00,20:40:00,50,NKG,T2,PKX,T2,CZ,B737
CZ4233,18:15:00,19:50:00,60,CAN,T1,FOC,T2,CZ,A332
CZ190,18:05:00,20:00:00,50,NKG,T1,XMN,T3,CZ,A333
CZ290,16:35:00,18:55:00,60,PKX,T3,CSX,T3,CZ,A359
CZ4130,18:05:00,20:35:00,60,HGH,T3,HET,T1,CZ,B772
CZ1910,16:30:00,19:25:00,50,PKX,T2,CTU,T2,CZ,A388
CZ4401,18:10:00,20:25:00,60,TNA,T3,XMN,T3,CZ,A388
CZ9419,17:15:00,20:05:00,60,NKG,T1,HRB,T3,CZ,C919
CZ74,18:45:00,20:35:00,60,PVG,T2,DLC,T2,CZ,A21N
CZ4224,15:55:00,18:20:00,60,SHA,T1,SZX,T2,CZ,B738
CZ7077,17:10:00,20:25:00,50,PVG,T1,INC,T1,CZ,C919
CZ9159,18:20:00,21:05:00,50,CTU,T2,HGH,T2,CZ,A20N
CZ9147,18:00:00,20:30:00,60,CTU,T3,PEK,T3,CZ,B788
CZ4056,7:15:00,9:00:00,60,JJN,T1,NKG,T2,CZ,A388
CZ1924,7:00:00,9:10:00,60,PKX,T2,SHA,T1,CZ,B77W
CZ4382,7:00:00,8:50:00,50,XMN,T1,SHA,T3,CZ,A320
CZ4713,6:55:00,9:10:00,60,TSN,T3,KHN,T2,CZ,A388
CZ7441,7:00:00,9:05:00,60,TAO,T3,WNZ,T1,CZ,A388
CZ3351,6:45:00,9:20:00,60,SZX,T2,CZX,T2,CZ,A20N
CZ3568,6:30:00,8:50:00,50,SZX,T1,SHA,T3,CZ,B788
CZ4285,6:35:00,8:40:00,50,SZX,T2,HGH,T1,CZ,A21N
CZ9071,6:30:00,9:00:00,50,CTU,T1,SZX,T1,CZ,B738
CZ9131,6:25:00,9:10:00,50,CTU,T3,TSN,T3,CZ,B738
CZ4929,6:30:00,9:00:00,50,CKG,T2,TSN,T3,CZ,B788
CZ7121,8:45:00,11:05:00,60,HGH,T1,SZX,T3,CZ,A333
CZ1599,8:30:00,11:20:00,50,CTU,T3,PVG,T2,CZ,A21N
CZ3549,6:55:00,9:15:00,50,PVG,T2,CAN,T3,CZ,A321
CZ4272,8:25:00,10:45:00,50,SHA,T3,SZX,T3,CZ,B77W
CZ4867,8:50:00,11:30:00,50,TFU,T2,WNZ,T1,CZ,A321
CZ19,9:35:00,11:35:00,60,TAO,T2,CGQ,T3,CZ,B737
CZ1953,8:00:00,11:00:00,50,TFU,T3,PKX,T1,CZ,A332
CZ128,8:20:00,10:35:00,60,PVG,T1,PKX,T1,CZ,A20N
CZ4148,7:50:00,10:25:00,50,HGH,T1,XIY,T1,CZ,A21N
CZ9281,8:10:00,10:45:00,50,TFU,T3,TSN,T2,CZ,A321
CZ9255,8:15:00,10:35:00,60,TFU,T3,TNA,T1,CZ,A320
CZ1436,9:00:00,11:00:00,60,HGH,T3,SJW,T1,CZ,A333
CZ4861,8:45:00,10:55:00,60,TFU,T2,SJW,T1,CZ,B737
CZ4863,8:00:00,10:25:00,60,TFU,T2,PEK,T1,CZ,A332
CZ6648,10:10:00,11:45:00,60,NGB,T2,WUH,T1,CZ,A320
CZ4789,8:20:00,10:45:00,50,TFU,T2,LXA,T3,CZ,C919
CZ9425,10:30:00,11:55:00,60,JHG,T1,LJG,T1,CZ,B772
CZ1456,8:00:00,10:50:00,60,HGH,T3,INC,T1,CZ,AJ27
CZ4821,8:10:00,10:20:00,50,TFU,T3,HAK,T3,CZ,A359
CZ9152,7:45:00,10:25:00,60,PEK,T1,CTU,T2,CZ,A319
CZ7129,9:00:00,10:55:00,60,HGH,T3,CSX,T1,CZ,A388
CZ136,7:40:00,10:20:00,60,PVG,T1,CGQ,T2,CZ,B737
CZ4809,7:50:00,9:50:00,60,TFU,T2,LUM,T2,CZ,B788
CZ4338,7:25:00,9:55:00,60,HGH,T2,KWE,T2,CZ,A321
CZ70,8:05:00,9:50:00,50,PVG,T3,DLC,T3,CZ,A21N
CZ6774,9:30:00,10:55:00,50,CAN,T3,HAK,T3,CZ,A333
CZ3380,9:20:00,10:50:00,60,CAN,T3,CSX,T2,CZ,B788
CZ3505,9:15:00,10:50:00,60,CAN,T2,FOC,T2,CZ,A388
CZ3437,9:15:00,11:45:00,60,CAN,T2,CTU,T1,CZ,A359
CZ3803,9:10:00,11:15:00,60,CAN,T1,HGH,T2,CZ,A359
CZ6126,10:05:00,11:30:00,50,PKX,T2,DLC,T1,CZ,B772
CZ5983,9:30:00,11:30:00,50,PKX,T3,HRB,T2,CZ,B738
CZ1940,9:15:00,11:15:00,60,PKX,T3,HGH,T1,CZ,A388
CZ41,12:30:00,15:15:00,50,TFU,T2,PVG,T2,CZ,A333
CZ4618,13:00:00,15:20:00,50,LZY,T3,CKG,T1,CZ,A333
CZ4375,12:00:00,14:30:00,50,TFU,T3,HGH,T2,CZ,A388
CZ1926,15:00:00,17:30:00,50,PKX,T1,SHA,T3,CZ,A359
CZ4163,15:05:00,16:55:00,60,XIY,T3,CSX,T1,CZ,A321
CZ99,14:40:00,17:10:00,60,XIY,T1,SHA,T2,CZ,A333
CZ4207,14:30:00,17:05:00,60,XIY,T2,HGH,T1,CZ,B772
CZ4390,15:00:00,17:00:00,50,XMN,T3,SHA,T2,CZ,A388
CZ4515,12:35:00,14:25:00,60,SHS,T3,XMN,T1,CZ,A359
CZ4155,13:40:00,16:20:00,60,XIY,T3,XMN,T3,CZ,A320
CZ9141,13:30:00,16:15:00,50,CTU,T2,PEK,T3,CZ,A20N
CZ9175,13:25:00,15:25:00,60,CTU,T1,TNA,T1,CZ,A332
CZ8,10:30:00,13:00:00,60,HSC,T2,PVG,T1,CZ,B789
CZ4216,14:15:00,16:55:00,50,CSX,T1,SYX,T3,CZ,A320
CZ4083,13:10:00,15:55:00,60,PKX,T1,XMN,T1,CZ,AJ27
CZ1956,13:00:00,15:15:00,50,PKX,T3,PVG,T2,CZ,A21N
CZ4761,13:55:00,17:25:00,60,TFU,T2,SHE,T2,CZ,B788
CZ167,11:55:00,14:20:00,50,TFU,T1,NKG,T3,CZ,B77W
CZ4895,10:20:00,13:05:00,60,TFU,T1,XMN,T1,CZ,A388
CZ4342,13:45:00,17:05:00,50,HGH,T3,KMG,T2,CZ,B737
CZ4024,13:40:00,16:25:00,60,HGH,T1,SHE,T1,CZ,B737
CZ4428,15:30:00,16:50:00,60,FOC,T2,SHA,T1,CZ,A333
CZ4751,14:35:00,15:55:00,60,TFU,T2,GXH,T2,CZ,A359
CZ1876,10:20:00,11:45:00,60,TFU,T3,KMG,T1,CZ,B788
CZ43,12:20:00,15:25:00,50,KMG,T3,SHA,T1,CZ,A320
CZ7016,9:00:00,11:40:00,60,TFU,T3,HGH,T2,CZ,A332
CZ4046,11:30:00,14:15:00,60,HGH,T3,SHE,T2,CZ,A321
CZ4165,13:25:00,15:35:00,60,CGO,T3,XMN,T1,CZ,B772
CZ6108,14:30:00,17:15:00,60,TFU,T1,PKX,T1,CZ,A333
CZ4629,13:00:00,17:10:00,60,CKG,T1,URC,T3,CZ,A388
CZ4417,13:10:00,15:40:00,50,TAO,T2,XMN,T1,CZ,A359
CZ1913,11:20:00,13:25:00,60,SHA,T3,PKX,T2,CZ,A321
CZ214,14:40:00,16:35:00,50,KWE,T3,XIY,T3,CZ,C919
CZ4303,12:10:00,14:40:00,60,KMG,T3,XMN,T3,CZ,A319
CZ7078,13:10:00,16:05:00,50,INC,T1,PVG,T3,CZ,A333
CZ9336,12:55:00,15:50:00,60,HGH,T3,HAK,T1,CZ,A21N
CZ9364,12:35:00,15:45:00,60,CSX,T1,SHE,T1,CZ,A332
CZ123,11:40:00,14:15:00,60,CKG,T1,PVG,T3,CZ,B738
CZ4437,10:50:00,13:15:00,50,PVG,T2,PKX,T2,CZ,B77W
CZ9139,11:30:00,14:15:00,50,CTU,T3,PEK,T2,CZ,A321
CZ4947,13:20:00,15:15:00,60,CKG,T2,TYN,T1,CZ,A320
CZ1445,12:20:00,15:15:00,50,KMG,T2,SJW,T1,CZ,AJ27
CZ1856,13:05:00,15:30:00,50,TFU,T2,WUX,T3,CZ,A319
CZ4057,13:40:00,16:50:00,60,HRB,T2,NKG,T3,CZ,B77W
CZ1929,10:45:00,12:55:00,50,HGH,T1,PKX,T2,CZ,A388
CZ4206,10:45:00,13:25:00,60,HGH,T3,XIY,T2,CZ,C919
CZ4763,11:20:00,14:50:00,60,TFU,T2,URC,T1,CZ,B737
CZ7047,12:30:00,15:35:00,60,HGH,T1,SYX,T3,CZ,B77W
CZ98,10:55:00,13:25:00,50,SHA,T1,XIY,T1,CZ,B788
CZ155,14:00:00,16:10:00,60,KWE,T1,NKG,T3,CZ,A321
CZ9145,16:30:00,19:00:00,60,CTU,T3,PEK,T1,CZ,AJ27
CZ9177,15:35:00,17:45:00,50,CTU,T3,TNA,T2,CZ,A20N
CZ9143,15:30:00,17:55:00,50,CTU,T3,PEK,T2,CZ,B788
CZ9133,16:35:00,19:15:00,50,CTU,T3,TSN,T1,CZ,B737
CZ5199,7:35:00,9:35:00,50,SWA,T2,WUH,T3,CZ,A332
CZ8547,7:15:00,9:45:00,60,SWA,T1,TNA,T2,CZ,B789
CZ6101,8:05:00,9:55:00,50,SHE,T2,PKX,T1,CZ,A333
CZ5799,7:55:00,9:40:00,50,SHE,T3,TAO,T3,CZ,A20N
CZ4096,7:35:00,9:55:00,60,CSX,T2,TSN,T2,CZ,B77W
CZ8663,7:45:00,9:45:00,50,CGQ,T3,TAO,T1,CZ,C919
CZ4072,7:00:00,10:00:00,50,XMN,T2,PKX,T2,CZ,A359
CZ5791,6:45:00,9:25:00,60,PVG,T1,XIY,T3,CZ,A319
CZ1887,6:55:00,9:55:00,60,KMG,T3,NGB,T1,CZ,B77W
CZ4993,6:30:00,8:35:00,50,KMG,T2,XIY,T3,CZ,A321
CZ1976,7:00:00,8:55:00,50,KHN,T2,PKX,T2,CZ,A321
CZ8974,7:00:00,9:40:00,60,JJN,T3,PKX,T3,CZ,B789
CZ5161,7:05:00,8:20:00,50,DLC,T3,TSN,T2,CZ,B772
CZ8619,7:05:00,8:10:00,60,DLC,T2,TAO,T1,CZ,B738
CZ4747,7:30:00,9:10:00,60,TFU,T2,INC,T1,CZ,A21N
CZ4983,8:00:00,9:50:00,60,CKG,T1,HFE,T3,CZ,A359
CZ196,7:05:00,9:35:00,60,PVG,T3,CAN,T3,CZ,B737
CZ1561,9:00:00,10:00:00,60,HRB,T1,HEK,T1,CZ,A321
CZ246,6:40:00,9:05:00,60,PVG,T3,DYG,T1,CZ,B789
CZ3796,7:50:00,9:50:00,60,YIW,T2,CAN,T2,CZ,C919
CZ5266,7:20:00,10:00:00,60,YCU,T3,CAN,T3,CZ,B788
CZ3629,8:00:00,9:45:00,50,WNZ,T1,CSX,T2,CZ,A319
CZ3770,7:40:00,9:40:00,50,WNZ,T2,CAN,T2,CZ,B738
CZ4804,10:55:00,12:55:00,60,LZY,T2,TFU,T2,CZ,B772
CZ4475,10:45:00,12:55:00,60,TFU,T2,CSX,T2,CZ,C919
CZ4288,10:55:00,13:15:00,60,HGH,T1,SZX,T2,CZ,A21N
CZ7175,10:30:00,12:50:00,50,HGH,T2,SZX,T1,CZ,B738
CZ4827,11:10:00,12:55:00,50,TFU,T2,CGO,T2,CZ,B772
CZ4871,10:05:00,12:15:00,60,TFU,T2,NKG,T3,CZ,B788
CZ9084,10:40:00,13:05:00,50,CAN,T3,CTU,T1,CZ,A321
CZ7093,8:40:00,11:45:00,60,HGH,T2,TFU,T3,CZ,A388
CZ4830,11:20:00,13:20:00,50,CSX,T1,TFU,T1,CZ,A333
CZ4374,7:45:00,10:50:00,60,HGH,T1,TFU,T1,CZ,A332
CZ4298,7:45:00,10:50:00,50,XMN,T1,TFU,T2,CZ,B77W
CZ4116,10:00:00,13:00:00,60,FOC,T3,PKX,T3,CZ,C919
CZ9473,8:00:00,11:05:00,60,TAO,T1,TFU,T1,CZ,A388
CZ7041,6:45:00,9:50:00,60,HGH,T3,TFU,T3,CZ,A332
CZ7039,9:20:00,13:20:00,60,HGH,T1,JHG,T2,CZ,A333
CZ4471,11:00:00,13:30:00,60,CKG,T2,TSN,T3,CZ,B77W
CZ1418,11:10:00,13:10:00,50,CKG,T3,SJW,T1,CZ,B737
CZ7168,11:00:00,13:40:00,50,BZX,T3,NGB,T3,CZ,B789
CZ4775,8:00:00,12:20:00,50,TFU,T3,KCA,T1,CZ,B789
CZ34,12:45:00,13:45:00,50,JIC,T3,LHW,T2,CZ,A319
CZ2061,10:00:00,12:20:00,60,CKG,T3,HKG,T1,CZ,B737
CZ9280,12:30:00,13:15:00,60,HEK,T3,DTU,T2,CZ,A359
CZ5976,10:35:00,12:30:00,50,TFU,T2,CSX,T3,CZ,A319
CZ6464,10:15:00,12:30:00,60,AKA,T3,CAN,T1,CZ,A21N
CZ9485,10:00:00,13:00:00,50,TAO,T2,LHW,T2,CZ,A333
CZ4905,10:30:00,12:45:00,60,TFU,T2,XUZ,T3,CZ,A321
CZ4721,10:05:00,12:25:00,60,URC,T3,XNN,T3,CZ,B788
CZ4009,12:15:00,13:25:00,50,WNZ,T1,XMN,T2,CZ,A359
CZ9431,11:05:00,13:05:00,60,HRB,T1,WEH,T3,CZ,B738
CZ6234,10:25:00,13:00:00,50,GYS,T2,SZX,T1,CZ,B788
CZ1411,11:05:00,13:05:00,60,SHA,T3,SJW,T1,CZ,A333
CZ84,9:55:00,12:25:00,50,PVG,T1,SHE,T2,CZ,A359
CZ9329,12:05:00,13:05:00,60,HSC,T1,SWA,T3,CZ,A21N
CZ6138,11:15:00,13:40:00,50,CSX,T3,PKX,T1,CZ,C919
CZ20,11:15:00,13:15:00,60,CGQ,T2,TAO,T3,CZ,A332
CZ236,10:50:00,13:00:00,50,PVG,T3,CGO,T1,CZ,A332
CZ1944,11:00:00,13:00:00,60,PKX,T1,HGH,T1,CZ,B77W
CZ4164,10:00:00,12:25:00,60,XMN,T3,CGO,T3,CZ,A332
CZ1478,10:40:00,12:40:00,50,PKX,T1,INC,T2,CZ,A359
CZ4450,9:25:00,11:10:00,60,XMN,T3,HGH,T2,CZ,B738
CZ4995,11:10:00,14:00:00,60,CGO,T2,HRB,T1,CZ,A20N
CZ7101,9:35:00,12:30:00,60,URC,T2,INC,T2,CZ,A21N
CZ9166,9:55:00,12:45:00,60,TAO,T3,CTU,T3,CZ,C919
CZ252,8:40:00,11:05:00,50,SHA,T3,CAN,T2,CZ,B788
CZ9330,15:55:00,18:15:00,50,HSC,T1,TFU,T2,CZ,B77W
CZ4159,17:05:00,20:05:00,60,XIY,T3,XMN,T1,CZ,A20N
CZ4332,17:20:00,19:50:00,50,FOC,T3,KWE,T2,CZ,AJ27
CZ1470,16:05:00,18:55:00,50,PKX,T1,TFU,T3,CZ,A333
CZ4045,17:15:00,18:50:00,60,NKG,T2,FOC,T3,CZ,B737
CZ7045,17:10:00,20:15:00,60,JNH,T1,LHW,T1,CZ,A359
CZ4524,15:30:00,18:30:00,50,HGH,T1,HRB,T2,CZ,C919
CZ9416,17:55:00,20:05:00,60,TNA,T3,CGQ,T2,CZ,A321
CZ4840,17:25:00,19:25:00,50,WUH,T3,TFU,T1,CZ,A359
CZ4011,17:10:00,19:30:00,50,TNA,T3,FOC,T2,CZ,B737
CZ13,15:05:00,18:10:00,60,SHA,T3,TFU,T2,CZ,A388
CZ9205,15:00:00,17:35:00,50,CTU,T1,NKG,T3,CZ,C919
CZ4354,16:25:00,18:55:00,50,HGH,T1,KWE,T2,CZ,A21N
CZ132,14:50:00,17:50:00,60,PVG,T2,HRB,T1,CZ,A321
CZ9135,16:45:00,19:30:00,60,CTU,T1,HET,T2,CZ,A333
CZ1492,14:55:00,18:00:00,50,PKX,T3,KWE,T2,CZ,A320
CZ1484,18:00:00,19:55:00,60,PKX,T3,NGB,T1,CZ,A333
CZ9251,17:15:00,20:05:00,50,CTU,T1,JJN,T2,CZ,A388
CZ27,15:45:00,18:40:00,50,PVG,T1,HAK,T3,CZ,AJ27
CZ4366,16:05:00,19:05:00,60,FOC,T2,KMG,T2,CZ,A319
CZ7096,16:50:00,19:15:00,60,SZX,T3,XUZ,T3,CZ,B788
CZ4972,16:25:00,17:55:00,50,WUH,T2,CKG,T3,CZ,A359
CZ4176,15:45:00,18:05:00,60,WUH,T2,LHW,T3,CZ,A332
CZ9016,15:45:00,19:05:00,60,TNA,T3,KMG,T2,CZ,A359
CZ9385,13:45:00,16:55:00,50,CTU,T1,SHE,T2,CZ,A333
CZ1474,15:55:00,18:50:00,50,PKX,T2,JJN,T3,CZ,A388
CZ6256,15:30:00,19:20:00,50,TFU,T1,HRB,T2,CZ,A359
CZ4528,17:50:00,19:35:00,50,XMN,T2,HFE,T3,CZ,A321
CZ9111,17:00:00,19:25:00,50,CTU,T3,HAK,T2,CZ,A321
CZ4498,17:05:00,19:10:00,60,CSX,T2,ENY,T3,CZ,B738
CZ4029,17:55:00,19:50:00,50,CGQ,T1,TAO,T2,CZ,AJ27
CZ4828,17:15:00,19:55:00,60,CGQ,T1,CGO,T1,CZ,A21N
CZ234,7:20:00,9:10:00,60,HGH,T2,CGO,T3,CZ,A21N
CZ4270,7:15:00,9:30:00,50,HGH,T1,ZUH,T3,CZ,A388
CZ4240,7:40:00,9:25:00,60,XMN,T2,WUH,T2,CZ,A21N
CZ9287,7:30:00,9:25:00,60,TFU,T1,CGO,T2,CZ,AJ27
CZ4824,7:25:00,10:05:00,50,SYX,T1,TFU,T2,CZ,A332
CZ4395,7:45:00,9:30:00,50,SHA,T2,JJN,T3,CZ,B772
CZ1410,8:00:00,10:00:00,60,SJW,T3,SHA,T1,CZ,AJ27
CZ8407,8:05:00,9:55:00,50,NNG,T2,TFU,T1,CZ,C919
CZ5835,7:50:00,9:45:00,50,NNG,T1,CKG,T1,CZ,B772
CZ9083,7:00:00,9:25:00,60,CTU,T1,CAN,T1,CZ,C919
CZ6845,8:15:00,9:40:00,50,URC,T1,AAT,T2,CZ,B788
CZ9309,8:30:00,9:40:00,50,TLQ,T3,AAT,T3,CZ,A359
CZ1864,8:30:00,9:30:00,60,LUM,T3,KMG,T1,CZ,A319
CZ3749,7:55:00,10:10:00,50,ZUH,T1,HGH,T1,CZ,A321
CZ4300,7:10:00,9:50:00,60,XMN,T1,CKG,T3,CZ,A319
CZ6795,7:55:00,9:55:00,50,SYX,T1,KWE,T3,CZ,A21N
CZ6699,7:40:00,10:00:00,60,SYX,T3,KMG,T2,CZ,B772
CZ6227,7:25:00,10:05:00,60,SYX,T1,CKG,T1,CZ,B77W
CZ4812,12:10:00,13:15:00,60,DCY,T3,TFU,T1,CZ,A388
CZ4788,10:45:00,12:05:00,60,GZG,T3,TFU,T1,CZ,B737
CZ9181,11:00:00,13:50:00,60,CTU,T2,PVG,T2,CZ,A21N
CZ4301,11:10:00,13:40:00,60,CKG,T2,XMN,T1,CZ,A20N
CZ4058,11:00:00,13:50:00,60,XMN,T3,PKX,T3,CZ,A321
CZ31,10:20:00,13:25:00,50,SHA,T1,TFU,T1,CZ,B737
CZ4838,11:25:00,13:25:00,60,WUH,T3,TFU,T2,CZ,A320
CZ1597,8:55:00,11:50:00,60,CTU,T3,SHA,T2,CZ,A321
CA1501,7:30:00,9:45:00,50,PEK,T3,SHA,T2,CA,B738
CA1502,11:30:00,13:45:00,50,SHA,T2,PEK,T3,CA,B738
MU5101,8:00:00,10:20:00,50,SHA,T2,PEK,T2,MU,A321
MU5102,14:20:00,16:35:00,50,PEK,T2,SHA,T2,MU,A321
CZ3901,9:10:00,11:30:00,50,PKX,T1,PVG,T2,CZ,A320
CZ3902,16:20:00,18:40:00,50,PVG,T2,PKX,T1,CZ,A320
CA1301,7:45:00,11:05:00,60,PEK,T3,CAN,T2,CA,B789
CA1302,13:00:00,16:05:00,60,CAN,T2,PEK,T3,CA,B789
CZ3101,8:00:00,11:05:00,60,PKX,T1,CAN,T2,CZ,A321
CZ3102,17:30:00,20:35:00,60,CAN,T2,PKX,T1,CZ,A321
ZH9101,9:35:00,12:50:00,60,PEK,T3,SZX,T3,ZH,A320
ZH9102,14:40:00,17:50:00,60,SZX,T3,PEK,T3,ZH,A320
CA1405,8:00:00,11:05:00,60,PEK,T3,CTU,T2,CA,A333
CA1406,13:40:00,16:25:00,60,CTU,T2,PEK,T3,CA,A333
3U8881,9:20:00,12:25:00,60,PEK,T3,TFU,T2,3U,A321
3U8882,15:10:00,17:55:00,60,TFU,T2,PEK,T3,3U,A321
CA1429,7:55:00,10:45:00,60,PEK,T3,CKG,T3,CA,B738
CA1430,12:45:00,15:20:00,60,CKG,T3,PEK,T3,CA,B738
MU2111,7:20:00,9:35:00,50,PKX,T1,XIY,T3,MU,A320
MU2112,11:50:00,13:55:00,50,XIY,T3,PKX,T1,MU,A320
CA1710,10:10:00,12:25:00,50,PEK,T3,HGH,T4,CA,B738
CA1711,14:30:00,16:40:00,50,HGH,T4,PEK,T3,CA,B738
MU2881,8:30:00,10:25:00,50,PKX,T1,NKG,T2,MU,A320
MU2882,12:20:00,14:15:00,50,NKG,T2,PKX,T1,MU,A320
CA8207,7:50:00,10:05:00,50,PEK,T3,WUH,T3,CA,B738
CA8208,12:10:00,14:15:00,50,WUH,T3,PEK,T3,CA,B738
CZ3124,15:00:00,17:25:00,50,CSX,T2,PKX,T1,CZ,A320
MU5702,9:00:00,12:35:00,70,PKX,T1,KMG,T1,MU,A333
MU5703,14:40:00,18:05:00,70,KMG,T1,PKX,T1,MU,A333
MF8118,10:20:00,13:25:00,60,PEK,T3,XMN,T4,MF,B738
MF8117,15:30:00,18:25:00,60,XMN,T4,PEK,T3,MF,B738
SC4652,11:10:00,12:45:00,40,PEK,T3,TAO,T1,SC,B738
SC4651,14:25:00,16:00:00,40,TAO,T1,PEK,T3,SC,B738
CA8905,9:15:00,10:45:00,40,PEK,T3,DLC,T2,CA,B737
CA8906,12:40:00,14:10:00,40,DLC,T2,PEK,T3,CA,B737
CZ6102,12:30:00,14:05:00,40,SHE,T3,PKX,T1,CZ,A320
CA1621,7:55:00,10:05:00,50,PEK,T3,HRB,T2,CA,B738
CA1622,13:00:00,15:05:00,50,HRB,T2,PEK,T3,CA,B738
MU5137,9:25:00,11:55:00,60,SHA,T2,CAN,T1,MU,A321
MU5138,15:10:00,17:30:00,60,CAN,T1,SHA,T2,MU,A321
CZ3572,8:40:00,10:55:00,60,PVG,T2,CAN,T2,CZ,A321
CZ3571,13:30:00,15:45:00,60,CAN,T2,PVG,T2,CZ,A321
ZH9501,7:50:00,10:20:00,60,SHA,T2,SZX,T3,ZH,A320
ZH9502,12:25:00,14:50:00,60,SZX,T3,SHA,T2,ZH,A320
3U8961,8:30:00,11:45:00,60,PVG,T2,CTU,T2,3U,A321
3U8962,14:10:00,16:55:00,60,CTU,T2,PVG,T2,3U,A321
HO1245,9:00:00,11:55:00,60,SHA,T2,CKG,T3,HO,A320
HO1246,13:55:00,16:25:00,60,CKG,T3,SHA,T2,HO,A320
MU2155,8:15:00,10:50:00,50,SHA,T2,XIY,T3,MU,A320
MU2156,13:20:00,15:40:00,50,XIY,T3,SHA,T2,MU,A320
GJ8885,7:35:00,10:20:00,60,HGH,T4,TFU,T2,GJ,A320
GJ8886,12:50:00,15:25:00,60,TFU,T2,HGH,T4,GJ,A320
JD5687,10:30:00,13:35:00,60,NKG,T2,KMG,T1,JD,A320
JD5688,15:50:00,18:35:00,60,KMG,T1,NKG,T2,JD,A320
CZ6732,11:15:00,12:55:00,40,SYX,T1,CAN,T2,CZ,A320
HU7301,8:20:00,9:45:00,40,CAN,T1,HAK,T1,HU,B738
HU7302,12:00:00,13:20:00,40,HAK,T1,CAN,T1,HU,B738
MF8327,9:10:00,10:55:00,40,XMN,T4,HAK,T1,MF,B738
MF8328,13:15:00,14:55:00,40,HAK,T1,XMN,T4,MF,B738
CA4111,8:20:00,10:20:00,50,CTU,T2,LXA,T3,CA,A319
CA4112,13:05:00,15:00:00,50,LXA,T3,CTU,T2,CA,A319
TV9824,14:00:00,16:10:00,50,TFU,T2,LXA,T3,TV,A319
TV9823,9:10:00,11:00:00,50,LXA,T3,TFU,T2,TV,A319
CZ6885,8:40:00,12:45:00,70,PKX,T1,URC,T2,CZ,B789
CZ6886,15:10:00,18:55:00,70,URC,T2,PKX,T1,CZ,B789
MU2291,10:45:00,14:05:00,70,XIY,T3,URC,T2,MU,A321
MU2292,16:20:00,19:20:00,70,URC,T2,XIY,T3,MU,A321
SC1183,7:25:00,9:15:00,40,TNA,T2,SHA,T2,SC,B738
SC1184,11:10:00,12:55:00,40,SHA,T2,TNA,T2,SC,B738
