flight_no,scheduled_departure,scheduled_arrival,fuel_infra_fee,dep_airport_code,dep_terminal,arr_airport_code,arr_terminal,airline_code,aircraft_model
FM8678,06:30:00,09:45:00,50,PVG,T2,INC,T3,FM,B789
FM8679,11:00:00,15:55:00,70,KHN,T1,NKG,T3,FM,A319
FM8696,09:35:00,11:42:00,60,NNG,T2,CAN,T1,FM,A359
FM8710,18:30:00,20:35:00,70,JJN,T1,WUX,T2,FM,A333
FM8725,09:55:00,13:18:00,90,SHA,T3,TFU,T3,FM,ARJ21
FM8734,08:45:00,10:44:00,50,HRB,T3,HET,T2,FM,A319
FM8810,15:20:00,18:15:00,90,CTU,T2,KWE,T1,FM,ARJ21
FM8858,13:55:00,15:34:00,50,KWL,T2,KMG,T1,FM,A321
FM8865,10:40:00,15:42:00,90,FOC,T1,WEH,T3,FM,B789
FM8884,22:45:00,01:44:00,90,INC,T2,YNT,T3,FM,A319
FM8889,19:35:00,00:13:00,50,XIY,T3,CKG,T3,FM,A319
FM8903,08:00:00,12:43:00,60,CTU,T2,PVG,T3,FM,C919
FM8911,20:25:00,01:19:00,90,PKX,T3,KWL,T1,FM,ARJ21
FM8913,06:35:00,08:11:00,50,CAN,T3,CTU,T2,FM,C919
FM8926,12:15:00,14:02:00,90,TAO,T3,WNZ,T2,FM,B738
FM8935,18:10:00,22:59:00,70,CAN,T2,ZUH,T2,FM,A321
FM8988,19:45:00,21:06:00,70,PVG,T2,PKX,T3,FM,A319
FM9017,15:45:00,18:07:00,70,TAO,T1,WEH,T2,FM,A359
FM9033,14:25:00,19:07:00,70,XIY,T2,LXA,T1,FM,B738
FM9057,20:20:00,01:00:00,60,TFU,T3,HUZ,T1,FM,A333
FM9077,14:55:00,17:06:00,70,TFU,T1,HIA,T3,FM,B738
FM9106,16:35:00,21:07:00,90,SHA,T3,URC,T1,FM,A359
FM9122,07:30:00,09:49:00,90,PEK,T1,HUZ,T2,FM,B738
FM9130,09:25:00,11:22:00,70,PKX,T1,TYN,T1,FM,A319
FM9179,21:30:00,23:25:00,50,PEK,T2,NGB,T2,FM,A321
FM9202,12:50:00,15:07:00,90,HAK,T2,KWE,T3,FM,A321
FM9203,11:45:00,15:29:00,70,PEK,T2,TNA,T1,FM,ARJ21
FM9218,21:30:00,01:52:00,90,URC,T2,NNG,T1,FM,B738
FM9232,16:00:00,20:59:00,50,SHA,T2,NKG,T3,FM,ARJ21
FM9244,11:55:00,14:27:00,90,XIY,T3,SHE,T1,FM,C919
FM9249,14:15:00,17:25:00,50,PVG,T2,CTU,T1,FM,A333
FM9260,21:25:00,23:34:00,70,SHA,T1,SZX,T1,FM,A333
FM9284,11:05:00,14:41:00,60,CAN,T3,XNN,T2,FM,B789
FM9308,09:10:00,13:57:00,60,PVG,T3,TYN,T2,FM,B789
FM9315,09:00:00,10:40:00,90,HUZ,T2,NKG,T1,FM,A319
FM9337,12:25:00,16:02:00,50,TFU,T2,CKG,T3,FM,A320
FM9348,20:20:00,23:29:00,60,XIY,T2,CGO,T1,FM,A321
FM9356,08:40:00,12:35:00,50,XIY,T2,HAK,T1,FM,ARJ21
FM9358,16:00:00,19:20:00,50,XIY,T1,PEK,T3,FM,A319
FM9384,11:50:00,14:31:00,60,TFU,T2,WNZ,T1,FM,C919
FM9461,06:50:00,10:05:00,90,SHA,T1,KWE,T3,FM,A319
FM9479,08:55:00,12:32:00,60,SZX,T2,HGH,T3,FM,B738
FM9499,17:30:00,21:36:00,90,PKX,T3,TYN,T1,FM,B738
FM9510,14:25:00,17:12:00,90,TFU,T1,ZUH,T3,FM,A321
FM9542,16:25:00,21:01:00,50,SHA,T2,KHN,T3,FM,A359
FM9561,22:05:00,01:41:00,90,KMG,T1,JJN,T2,FM,ARJ21
FM9611,14:40:00,19:20:00,90,PKX,T1,HRB,T2,FM,A319
FM9617,20:50:00,22:50:00,60,KMG,T3,HUZ,T2,FM,ARJ21
FM9659,08:55:00,13:29:00,60,SHA,T3,FOC,T3,FM,A321
FM9698,14:00:00,17:20:00,60,SZX,T1,NGB,T2,FM,A320
FM9703,11:05:00,15:20:00,60,SZX,T3,TNA,T1,FM,A359
FM9705,06:05:00,10:25:00,90,XNN,T3,CAN,T3,FM,ARJ21
FM9726,10:50:00,12:59:00,90,XIY,T3,XNN,T3,FM,A319
FM9741,16:50:00,21:40:00,60,PVG,T2,CTU,T3,FM,A321
FM9755,10:10:00,11:57:00,90,SHA,T2,XUZ,T2,FM,A321
FM9757,17:45:00,19:38:00,60,XIY,T2,KWL,T1,FM,C919
FM9787,14:40:00,17:47:00,60,PVG,T3,CKG,T3,FM,A359
FM9810,20:25:00,22:57:00,90,SHA,T3,XIY,T1,FM,C919
FM9862,06:05:00,10:48:00,70,PKX,T3,KWE,T3,FM,B738
FM9865,13:30:00,16:21:00,60,CTU,T2,JJN,T2,FM,ARJ21
FM9870,23:20:00,00:44:00,70,KMG,T2,KHN,T3,FM,C919
FM9913,16:50:00,20:47:00,50,PEK,T2,URC,T3,FM,A321
FM9933,17:50:00,22:25:00,60,CTU,T2,NNG,T3,FM,A321
FM9992,14:45:00,16:50:00,50,TNA,T3,YTY,T2,FM,C919
FM9996,14:20:00,16:46:00,90,URC,T3,NKG,T2,FM,ARJ21
MU1004,18:20:00,20:54:00,60,SZX,T3,TYN,T3,MU,A320
MU1017,08:40:00,10:02:00,60,KMG,T1,KWE,T3,MU,A321
MU1020,13:15:00,16:40:00,90,SZX,T2,PVG,T1,MU,B789
MU1022,11:45:00,14:17:00,90,PKX,T1,SHE,T3,MU,A321
MU1026,18:25:00,20:41:00,70,XIY,T3,YTY,T2,MU,A320
MU1037,11:40:00,15:00:00,50,XIY,T2,INC,T3,MU,C919
MU1044,17:55:00,22:46:00,50,SZX,T1,XNN,T3,MU,A319
MU1048,15:45:00,19:54:00,60,KWL,T2,LYA,T2,MU,ARJ21
MU1051,17:05:00,22:12:00,90,PKX,T1,WUX,T1,MU,C919
MU1062,21:35:00,00:24:00,60,TNA,T3,LXA,T1,MU,C919
MU1068,15:50:00,18:22:00,50,JJN,T1,KHN,T2,MU,B738
MU1071,08:35:00,12:29:00,50,KMG,T2,CZX,T3,MU,C919
MU1073,19:45:00,23:09:00,60,PVG,T2,HUZ,T3,MU,ARJ21
MU1075,20:30:00,00:01:00,70,PVG,T1,HGH,T3,MU,A333
MU1091,19:25:00,23:47:00,70,TYN,T2,FOC,T3,MU,B738
MU1096,07:45:00,09:38:00,70,CTU,T3,WUX,T1,MU,A320
MU1097,15:25:00,20:30:00,70,PVG,T1,KWE,T1,MU,A332
MU1099,09:35:00,14:26:00,50,XIY,T3,KWE,T1,MU,A321
MU1104,20:55:00,22:44:00,50,PKX,T1,LYA,T3,MU,B738
MU1107,12:55:00,17:45:00,70,XIY,T1,NNG,T3,MU,ARJ21
MU1109,13:35:00,15:47:00,60,PKX,T2,ZUH,T1,MU,ARJ21
MU1115,07:05:00,09:33:00,60,HFE,T3,YTY,T2,MU,A319
MU1119,16:40:00,19:35:00,90,NGB,T1,KMG,T3,MU,B789
MU1126,06:20:00,09:53:00,50,PVG,T3,NNG,T3,MU,ARJ21
MU1134,13:00:00,17:48:00,70,PVG,T2,CZX,T2,MU,A320
MU1135,08:05:00,12:30:00,60,HGH,T3,XMN,T3,MU,B738
MU1140,15:15:00,16:56:00,50,PVG,T2,PEK,T1,MU,A359
MU1142,06:40:00,08:33:00,50,PKX,T3,LYA,T2,MU,C919
MU1143,23:30:00,03:47:00,70,PEK,T3,TNA,T2,MU,ARJ21
MU1148,19:35:00,22:01:00,70,PKX,T1,WUX,T2,MU,A333
MU1153,22:15:00,01:14:00,50,LHW,T1,NKG,T3,MU,C919
MU1170,12:50:00,15:34:00,60,SHA,T1,HRB,T3,MU,A359
MU1171,22:00:00,01:29:00,50,CTU,T2,KWL,T2,MU,ARJ21
MU1175,14:20:00,18:45:00,60,KWE,T2,WEH,T2,MU,ARJ21
MU1187,07:50:00,09:16:00,90,CAN,T2,CZX,T3,MU,A319
MU1190,21:00:00,00:26:00,70,KMG,T3,LYA,T1,MU,A321
MU1199,06:25:00,08:24:00,70,KMG,T2,KWL,T1,MU,ARJ21
MU1203,20:50:00,01:05:00,90,CTU,T3,HGH,T3,MU,A319
MU1215,08:25:00,11:46:00,90,PVG,T2,HUZ,T1,MU,B738
MU1217,12:50:00,16:31:00,70,PVG,T3,WUH,T2,MU,A333
MU1226,19:00:00,23:35:00,90,CAN,T3,XNN,T1,MU,A319
MU1242,18:55:00,22:40:00,50,TSN,T2,WEH,T2,MU,A320
MU1243,06:15:00,09:23:00,90,CTU,T3,PEK,T1,MU,B738
MU1248,22:00:00,02:23:00,60,PVG,T2,KWL,T1,MU,ARJ21
MU1257,23:40:00,03:16:00,60,KMG,T2,NTG,T2,MU,C919
MU1268,20:15:00,22:53:00,70,SHA,T2,INC,T1,MU,C919
MU1270,11:00:00,15:56:00,50,XIY,T3,WUX,T3,MU,A321
MU1274,16:50:00,20:37:00,50,SYX,T3,KHN,T1,MU,B738
MU1275,23:35:00,02:25:00,50,LYA,T3,SZX,T2,MU,A319
MU1276,22:55:00,03:43:00,90,PEK,T1,LYA,T2,MU,ARJ21
MU1282,22:55:00,02:18:00,60,SHA,T2,WEH,T2,MU,B738
MU1289,15:15:00,16:57:00,60,PKX,T2,WUX,T3,MU,A332
MU1292,21:10:00,01:15:00,50,CAN,T3,WUH,T3,MU,B738
MU1298,23:10:00,01:12:00,50,PKX,T1,SYX,T3,MU,A332
MU1319,18:15:00,21:32:00,50,SZX,T2,CZX,T2,MU,A319
MU1323,22:00:00,01:04:00,60,XIY,T3,URC,T3,MU,A321
MU1325,10:45:00,14:52:00,70,TFU,T3,SZX,T1,MU,ARJ21
MU1326,09:40:00,13:02:00,60,YTY,T2,HAK,T3,MU,ARJ21
MU1328,22:15:00,03:24:00,90,PKX,T3,CAN,T2,MU,B738
MU1334,14:40:00,19:14:00,50,TFU,T3,XUZ,T3,MU,ARJ21
MU1338,23:10:00,04:17:00,50,PVG,T2,XIY,T3,MU,A321
MU1345,10:35:00,15:39:00,90,CKG,T2,WNZ,T1,MU,A319
MU1346,06:45:00,09:52:00,50,PVG,T3,HUZ,T1,MU,A333
MU1353,13:35:00,17:57:00,60,CTU,T3,KWE,T2,MU,ARJ21
MU1370,12:20:00,15:36:00,90,PEK,T3,HET,T3,MU,A319
MU1371,06:35:00,10:39:00,50,XIY,T1,SYX,T1,MU,B738
MU1379,20:30:00,01:40:00,70,WEH,T1,SZX,T1,MU,A359
MU1382,19:10:00,21:16:00,50,SHA,T2,HUZ,T2,MU,A332
MU1397,16:40:00,21:17:00,90,SZX,T1,TYN,T3,MU,A332
MU1398,16:25:00,21:23:00,50,SYX,T1,HRB,T2,MU,A332
MU1404,12:45:00,17:32:00,70,PEK,T2,WUH,T2,MU,B738
MU1416,06:10:00,09:54:00,60,SZX,T1,TAO,T1,MU,B738
MU1420,17:40:00,22:43:00,90,SZX,T2,CAN,T3,MU,B738
MU1423,23:40:00,04:01:00,60,KHN,T1,YTY,T1,MU,ARJ21
MU1425,12:25:00,14:52:00,60,CAN,T1,JJN,T3,MU,C919
MU1427,16:35:00,21:10:00,50,PEK,T2,WEH,T3,MU,C919
MU1428,08:10:00,11:18:00,60,KMG,T1,SYX,T3,MU,A320
MU1429,14:10:00,16:30:00,60,HIA,T2,SHE,T1,MU,A320
MU1430,18:10:00,21:35:00,90,KMG,T3,SHE,T1,MU,A319
MU1431,08:10:00,10:28:00,90,KMG,T1,FOC,T1,MU,ARJ21
MU1434,11:55:00,14:54:00,60,CTU,T3,NGB,T2,MU,C919
MU1446,06:20:00,10:11:00,60,KMG,T3,HRB,T3,MU,A321
MU1452,10:35:00,12:28:00,70,HGH,T2,CGO,T1,MU,ARJ21
MU1456,23:30:00,02:43:00,70,KMG,T1,NGB,T3,MU,ARJ21
MU1457,11:30:00,15:30:00,60,HFE,T3,SHE,T1,MU,A319
MU1461,22:35:00,01:13:00,90,SHA,T3,HET,T3,MU,B789
MU1464,09:10:00,13:26:00,60,SHA,T1,TNA,T1,MU,A333
MU1466,15:35:00,18:49:00,60,SHA,T1,HIA,T2,MU,B789
MU1476,20:25:00,23:21:00,50,SZX,T2,XIY,T2,MU,A333
MU1478,19:00:00,21:10:00,60,SHA,T2,HIA,T2,MU,ARJ21
MU1485,10:35:00,12:36:00,60,WUH,T3,HFE,T2,MU,A321
MU1487,18:15:00,20:11:00,50,CTU,T2,PVG,T2,MU,A332
MU1499,08:25:00,12:56:00,70,SZX,T1,TYN,T3,MU,A321
MU1526,19:40:00,22:42:00,50,PEK,T2,HIA,T1,MU,A320
MU1532,08:40:00,13:29:00,60,SHA,T3,XUZ,T3,MU,A333
MU1534,06:55:00,10:02:00,50,PVG,T2,SZX,T1,MU,A332
MU1540,18:00:00,20:13:00,50,PVG,T2,DLC,T3,MU,B738
MU1541,08:30:00,12:51:00,90,TFU,T3,KWE,T2,MU,C919
MU1547,19:55:00,23:41:00,50,XIY,T2,CKG,T3,MU,A320
MU1551,21:55:00,03:03:00,70,SHA,T3,TSN,T2,MU,C919
MU1552,19:20:00,22:12:00,60,SHA,T3,PEK,T3,MU,B738
MU1556,07:20:00,12:02:00,60,KMG,T3,PKX,T1,MU,A321
MU1558,12:30:00,14:13:00,70,PKX,T3,KHN,T2,MU,C919
MU1559,12:45:00,17:10:00,60,CTU,T3,HRB,T1,MU,A320
MU1571,20:35:00,01:44:00,70,PKX,T2,CZX,T3,MU,A320
MU1573,12:45:00,15:38:00,70,TFU,T2,YNT,T1,MU,A320
MU1574,18:15:00,20:01:00,90,KMG,T2,HUZ,T1,MU,C919
MU1579,20:50:00,22:46:00,50,PVG,T2,TYN,T3,MU,A321
MU1583,22:15:00,00:04:00,50,SZX,T2,HGH,T1,MU,A319
MU1586,11:45:00,16:17:00,60,WUH,T1,HIA,T2,MU,C919
MU1596,10:45:00,11:52:00,90,CTU,T1,CZX,T3,MU,A319
MU1597,13:40:00,16:56:00,90,XIY,T2,KMG,T3,MU,C919
MU1598,14:05:00,16:01:00,60,NNG,T2,YNT,T2,MU,ARJ21
MU1607,16:35:00,19:30:00,60,XIY,T1,CAN,T2,MU,C919
MU1609,21:05:00,23:26:00,60,CTU,T2,TAO,T1,MU,B738
MU1618,08:35:00,10:19:00,90,NKG,T3,HUZ,T3,MU,A319
MU1621,10:20:00,12:14:00,90,PEK,T1,JJN,T3,MU,ARJ21
MU1629,15:25:00,20:28:00,60,XIY,T3,PKX,T3,MU,A319
MU1631,14:05:00,17:22:00,50,XIY,T3,CZX,T3,MU,C919
MU1633,18:45:00,22:04:00,50,LHW,T3,DLC,T1,MU,A319
MU1635,23:15:00,01:47:00,70,CKG,T2,NTG,T3,MU,A320
MU1644,07:35:00,12:07:00,70,SHA,T3,FOC,T1,MU,ARJ21
MU1657,15:45:00,20:02:00,70,SHA,T2,TSN,T1,MU,A359
MU1659,16:05:00,21:03:00,90,LXA,T2,CAN,T1,MU,A333
MU1660,14:50:00,18:01:00,60,WNZ,T2,CGO,T2,MU,C919
MU1664,21:35:00,02:13:00,90,PKX,T1,KWE,T2,MU,A321
MU1666,10:15:00,15:05:00,50,TFU,T3,LHW,T3,MU,ARJ21
MU1667,09:25:00,14:12:00,90,XIY,T1,HRB,T2,MU,B738
MU1678,18:10:00,20:04:00,70,LXA,T2,INC,T3,MU,A320
MU1679,06:05:00,08:18:00,50,SHA,T2,HET,T3,MU,A320
MU1680,06:35:00,10:47:00,90,KWL,T1,NGB,T2,MU,C919
MU1683,16:45:00,20:42:00,50,KMG,T2,DLC,T2,MU,B738
MU1685,08:35:00,11:21:00,50,KMG,T3,HAK,T1,MU,ARJ21
MU1696,20:30:00,01:16:00,60,INC,T3,CKG,T1,MU,C919
MU1713,07:15:00,10:31:00,70,INC,T1,HET,T3,MU,C919
MU1722,09:25:00,13:22:00,60,DLC,T3,WNZ,T3,MU,A319
MU1742,15:55:00,18:56:00,70,PKX,T3,XMN,T1,MU,B789
MU1753,11:00:00,12:37:00,70,SHA,T3,SZX,T2,MU,ARJ21
MU1763,08:55:00,13:12:00,60,CKG,T2,ZUH,T3,MU,ARJ21
MU1774,08:50:00,13:34:00,50,PKX,T1,HGH,T2,MU,B738
MU1783,21:35:00,00:27:00,90,KMG,T1,CAN,T1,MU,A320
MU1785,16:30:00,18:40:00,70,DLC,T1,LXA,T1,MU,A319
MU1794,21:10:00,00:22:00,70,SHA,T1,DLC,T2,MU,A320
MU1802,19:30:00,21:27:00,50,PEK,T1,HAK,T1,MU,A320
MU1810,16:15:00,18:54:00,50,PVG,T2,XIY,T1,MU,B789
MU1833,18:40:00,20:48:00,50,YTY,T3,HGH,T2,MU,A320
MU1837,14:15:00,17:36:00,90,PEK,T3,LXA,T1,MU,ARJ21
MU1838,09:50:00,12:57:00,70,CTU,T2,SHE,T1,MU,A321
MU1839,21:50:00,01:43:00,90,PKX,T3,KWE,T3,MU,A333
MU1840,11:40:00,15:23:00,50,SHA,T2,URC,T1,MU,ARJ21
MU1851,19:45:00,00:46:00,90,PVG,T3,HRB,T3,MU,ARJ21
MU1852,16:25:00,20:36:00,50,SHA,T1,PKX,T2,MU,C919
MU1872,22:45:00,02:52:00,70,XIY,T1,TYN,T1,MU,ARJ21
MU1874,09:40:00,12:34:00,50,PVG,T2,DLC,T2,MU,A321
MU1881,22:50:00,03:05:00,90,PEK,T1,HFE,T3,MU,B738
MU1889,10:00:00,13:46:00,50,TFU,T3,HIA,T3,MU,B738
MU1893,23:30:00,03:20:00,60,XIY,T2,URC,T1,MU,A321
MU1895,13:00:00,17:09:00,50,PKX,T1,HUZ,T1,MU,A321
MU1900,23:30:00,03:04:00,60,SYX,T1,WUX,T1,MU,A321
MU1904,09:30:00,12:09:00,70,PEK,T1,HUZ,T1,MU,ARJ21
MU1912,19:05:00,22:22:00,90,FOC,T2,WUX,T1,MU,B789
MU1919,12:50:00,16:31:00,90,PVG,T2,TSN,T1,MU,A332
MU1934,13:00:00,17:16:00,70,XIY,T1,CAN,T1,MU,A321
MU1944,06:00:00,08:28:00,90,KMG,T2,TSN,T3,MU,ARJ21
MU1945,14:20:00,16:43:00,50,INC,T1,WUH,T2,MU,A321
MU1959,15:15:00,18:28:00,60,SZX,T1,NGB,T3,MU,B738
MU1965,17:20:00,18:27:00,60,SZX,T1,SHE,T1,MU,A319
MU1966,17:10:00,19:02:00,90,CAN,T3,CTU,T3,MU,A333
MU1970,22:20:00,02:12:00,70,XIY,T1,CAN,T3,MU,A321
MU1973,09:45:00,14:09:00,70,SHA,T2,CZX,T3,MU,B738
MU1975,22:55:00,01:23:00,50,TNA,T1,CGO,T1,MU,B789
MU1980,21:10:00,23:26:00,50,SZX,T2,DLC,T3,MU,A321
MU1982,16:30:00,18:32:00,70,FOC,T1,PEK,T1,MU,A321
MU1999,08:45:00,11:49:00,50,PVG,T1,DLC,T1,MU,B738
MU2002,17:25:00,20:28:00,90,TFU,T1,SHE,T3,MU,ARJ21
MU2022,21:35:00,01:44:00,70,TYN,T3,XIY,T3,MU,C919
MU2026,16:30:00,20:54:00,70,PKX,T2,XIY,T2,MU,A321
MU2031,14:45:00,19:29:00,60,PEK,T1,SHE,T3,MU,ARJ21
MU2032,18:35:00,23:36:00,70,KMG,T3,CKG,T2,MU,B738
MU2033,18:25:00,21:29:00,70,HET,T1,WEH,T3,MU,C919
MU2035,15:40:00,18:14:00,90,TFU,T1,YNT,T1,MU,A319
MU2039,13:35:00,18:22:00,50,SHA,T2,ZUH,T1,MU,A359
MU2056,14:05:00,17:04:00,90,ZUH,T3,SHE,T2,MU,A320
MU2062,21:20:00,23:20:00,70,HGH,T2,NGB,T1,MU,A332
MU2077,22:00:00,01:13:00,90,SZX,T2,LXA,T3,MU,B738
MU2096,08:45:00,12:50:00,70,SZX,T1,CKG,T3,MU,B789
MU2097,17:20:00,22:25:00,70,PVG,T2,KWE,T3,MU,A321
MU2099,13:05:00,16:17:00,90,PEK,T1,HET,T1,MU,B738
MU2100,19:20:00,22:59:00,50,SZX,T1,KHN,T3,MU,B738
MU2101,20:35:00,00:06:00,60,CAN,T1,NNG,T2,MU,ARJ21
MU2102,13:10:00,15:13:00,50,SHA,T3,XUZ,T3,MU,B738
MU2103,10:30:00,12:40:00,50,PKX,T3,ZUH,T3,MU,A321
MU2107,19:55:00,22:51:00,70,SHA,T2,CKG,T3,MU,A319
MU2120,14:55:00,17:40:00,70,ZUH,T2,XMN,T1,MU,ARJ21
MU2121,17:20:00,20:52:00,50,CSX,T2,XMN,T2,MU,C919
MU2128,19:45:00,22:42:00,50,TFU,T1,XMN,T2,MU,A359
MU2141,11:45:00,13:26:00,50,XIY,T3,XNN,T1,MU,A320
MU2142,15:40:00,18:29:00,50,KMG,T3,JJN,T2,MU,A319
MU2145,11:30:00,16:27:00,60,SZX,T1,TFU,T2,MU,A359
MU2163,08:50:00,10:55:00,70,TFU,T3,INC,T1,MU,B738
MU2181,12:50:00,15:56:00,60,PVG,T1,LHW,T3,MU,ARJ21
MU2185,11:30:00,15:17:00,70,SHA,T3,TFU,T1,MU,A332
MU2213,19:00:00,21:16:00,50,TFU,T2,SHA,T2,MU,A359
MU2218,21:25:00,02:05:00,90,CAN,T1,DLC,T1,MU,ARJ21
MU2220,18:35:00,21:19:00,90,PKX,T3,LYA,T2,MU,A319
MU2235,10:55:00,15:45:00,60,KWE,T2,NNG,T1,MU,ARJ21
MU2236,16:10:00,19:00:00,70,ZUH,T3,KWE,T2,MU,A321
MU2238,17:50:00,22:17:00,70,CTU,T1,LHW,T3,MU,B789
MU2241,10:15:00,13:09:00,90,PEK,T3,NTG,T1,MU,B738
MU2243,12:45:00,16:06:00,50,SZX,T2,NTG,T3,MU,ARJ21
MU2249,09:10:00,13:02:00,60,XIY,T2,LXA,T1,MU,A319
MU2254,23:50:00,03:47:00,90,PVG,T2,ZUH,T2,MU,A333
MU2255,15:35:00,16:56:00,70,LXA,T1,LHW,T1,MU,A321
MU2264,19:15:00,23:55:00,70,HET,T3,LHW,T2,MU,ARJ21
MU2270,08:15:00,13:02:00,50,TFU,T2,WEH,T2,MU,A320
MU2276,14:00:00,15:36:00,50,SHA,T3,SZX,T1,MU,B789
MU2277,15:35:00,19:25:00,90,PEK,T2,URC,T1,MU,B789
MU2282,19:55:00,21:50:00,90,SHA,T1,HIA,T2,MU,A319
MU2290,21:20:00,01:06:00,90,XIY,T1,WNZ,T3,MU,ARJ21
MU2303,22:50:00,03:50:00,50,WUH,T2,NTG,T1,MU,ARJ21
MU2313,17:20:00,21:05:00,50,SHA,T2,HIA,T2,MU,B738
MU2323,15:35:00,18:14:00,70,CZX,T1,PKX,T2,MU,A319
MU2324,18:25:00,20:34:00,90,HET,T2,INC,T1,MU,A321
MU2326,12:20:00,14:41:00,60,PEK,T3,CSX,T1,MU,A320
MU2330,11:15:00,13:11:00,50,WNZ,T3,KWL,T1,MU,A333
MU2345,13:10:00,17:47:00,50,KMG,T3,XNN,T2,MU,A321
MU2349,17:30:00,22:10:00,90,KMG,T2,XIY,T3,MU,B738
MU2352,11:35:00,14:46:00,90,CAN,T1,TSN,T1,MU,A333
MU2359,16:20:00,18:33:00,50,PKX,T3,WUX,T3,MU,ARJ21
MU2369,12:15:00,13:46:00,90,SHE,T1,SZX,T2,MU,B738
MU2375,13:45:00,17:44:00,60,KMG,T2,SHA,T3,MU,ARJ21
MU2376,07:15:00,08:49:00,70,PKX,T3,PEK,T2,MU,B738
MU2404,09:10:00,11:04:00,90,PVG,T1,TNA,T2,MU,B738
MU2407,20:15:00,22:17:00,90,XIY,T1,URC,T3,MU,A321
MU2408,11:50:00,14:57:00,50,HRB,T2,PKX,T3,MU,B738
MU2413,17:35:00,20:28:00,60,KMG,T2,HIA,T1,MU,B738
MU2418,23:20:00,04:20:00,50,PVG,T2,TNA,T1,MU,A319
MU2424,09:05:00,13:56:00,50,TFU,T2,WUH,T2,MU,A319
MU2429,11:40:00,16:13:00,70,ZUH,T1,FOC,T3,MU,A319
MU2431,17:45:00,21:11:00,50,CTU,T3,WNZ,T3,MU,ARJ21
MU2433,09:10:00,11:26:00,70,WUH,T2,SYX,T1,MU,ARJ21
MU2440,14:20:00,17:15:00,60,XIY,T1,HIA,T1,MU,B738
MU2449,19:35:00,23:22:00,60,YTY,T3,HFE,T1,MU,A320
MU2455,17:35:00,20:55:00,50,XIY,T2,NKG,T1,MU,ARJ21
MU2456,11:30:00,15:50:00,60,SYX,T2,DLC,T2,MU,A321
MU2459,21:00:00,00:09:00,60,DLC,T2,SYX,T3,MU,C919
MU2463,17:10:00,19:29:00,50,HAK,T3,SZX,T3,MU,ARJ21
MU2466,22:20:00,00:12:00,60,SZX,T1,JJN,T1,MU,C919
MU2475,12:30:00,14:22:00,90,SHA,T2,HFE,T2,MU,A320
MU2478,19:45:00,22:34:00,90,SHA,T3,CSX,T2,MU,A320
MU2482,14:10:00,18:23:00,50,CAN,T1,LHW,T1,MU,A321
MU2485,11:20:00,12:29:00,50,TFU,T1,TAO,T1,MU,A321
MU2489,07:20:00,09:40:00,60,SZX,T3,URC,T3,MU,B738
MU2492,18:55:00,20:51:00,90,CTU,T3,HGH,T3,MU,C919
MU2497,16:00:00,18:16:00,60,TFU,T2,YNT,T2,MU,A321
MU2505,15:55:00,20:53:00,70,XIY,T3,LYA,T3,MU,A332
MU2509,17:50:00,20:55:00,50,TAO,T2,CGO,T3,MU,C919
MU2514,19:25:00,23:33:00,90,XIY,T3,KMG,T1,MU,A319
MU2515,14:15:00,17:36:00,70,CTU,T2,NKG,T3,MU,ARJ21
MU2516,09:40:00,12:48:00,70,PEK,T3,WUX,T1,MU,B738
MU2518,22:35:00,00:54:00,70,SHE,T2,TNA,T1,MU,ARJ21
MU2519,17:50:00,22:32:00,70,KMG,T3,HET,T2,MU,C919
MU2524,23:15:00,02:21:00,70,XIY,T2,HFE,T3,MU,B738
MU2525,20:55:00,22:38:00,90,HFE,T1,HIA,T3,MU,C919
MU2536,20:35:00,22:23:00,60,XIY,T1,KWL,T1,MU,ARJ21
MU2541,17:10:00,19:59:00,70,PVG,T3,YNT,T2,MU,A319
MU2544,17:50:00,21:04:00,60,WNZ,T1,XIY,T3,MU,A320
MU2545,07:10:00,09:39:00,90,CTU,T2,TFU,T3,MU,A319
MU2562,14:05:00,15:54:00,90,SHA,T3,HGH,T1,MU,B738
MU2568,16:50:00,19:31:00,60,TFU,T1,KWE,T2,MU,A333
MU2570,19:20:00,21:08:00,50,TFU,T1,INC,T3,MU,A321
MU2572,07:55:00,10:37:00,60,SZX,T1,HET,T3,MU,A321
MU2585,23:15:00,00:59:00,90,LHW,T1,HRB,T2,MU,ARJ21
MU2589,18:40:00,23:38:00,90,WEH,T3,NKG,T3,MU,C919
MU2591,22:00:00,01:27:00,70,TSN,T2,PKX,T1,MU,A320
MU2600,20:05:00,23:41:00,90,PKX,T2,XMN,T1,MU,ARJ21
MU2606,13:10:00,15:35:00,50,CTU,T2,ZUH,T3,MU,B738
MU2607,17:40:00,19:40:00,60,PKX,T3,XMN,T1,MU,C919
MU2640,10:50:00,12:36:00,50,CAN,T2,CKG,T1,MU,A319
MU2647,20:40:00,22:51:00,70,KMG,T2,WEH,T2,MU,A320
MU2649,13:00:00,17:51:00,90,SZX,T1,WUH,T2,MU,A319
MU2660,17:55:00,21:48:00,50,TFU,T1,XIY,T2,MU,ARJ21
MU2661,06:00:00,08:00:00,50,CTU,T1,TFU,T2,MU,A319
MU2668,11:30:00,16:12:00,60,TFU,T2,WUX,T3,MU,A320
MU2671,19:55:00,23:22:00,90,HUZ,T1,YTY,T3,MU,A320
MU2685,17:55:00,22:23:00,60,KMG,T2,PVG,T3,MU,A319
